Tag,Plant,WorkCenter,MaterialNumber,DefaultValuationType,DefaultUnit
AP02_FHB - Firebag Bitumen,AP02,PRO1AP02,10015,SUNCOR,M15
AP02_FDB - Firebag Diluted Bitumen,AP02,PRO1AP02,10016,SUNCOR,M15
AP02_Diluent - AP01 De-Hexanizer Naphtha Diluent >75% hydrotreated,AP02,PRO1AP02,10017,SUNCOR,M15
AP02_Diluent - CP04 LVP Naptha Diluent ,AP02,PRO1AP02,10018,SUNCOR,M15
