Tag,Plant,WorkCenter,MaterialNumber,DefaultValuationType,DefaultUnit
KERO,CP03,PRODCP03,10038,SUNCOR,L15
NATGAS,CP03,PRODCP03,10184,SUNCOR,L15
DIESEL,CP03,PRODCP03,10240,SUNCOR,L15
