Tag,Plant,WorkCenter,MaterialNumber,DefaultValuationType,DefaultUnit
Crude Sour OSH,GP01,PRODGP01,10727,SUNCOR,L15
ASPH_SOUR,GP01,PRODGP01,10727,SUNCOR,L15
ASPH_SOUR,GP02,PRODGP01,10727,SUNCOR,L15
