site,tag,alias,datetime,value,avgvalue,strvalue,quality
mtphd,17R0875_MAT_PT,17R0875 Product code,2021-04-17T00:00:00.000Z,"""""","""""",GAZOLE,0
mtphd,17R0875_NV_PT,17R0875 Net Volume,2021-04-17T00:00:00.000Z,6882.810059,6919.351198,"""""",0
mtphd,17R1371_MAT_PT,17R1371 Product code,2021-04-17T00:00:00.000Z,"""""","""""",DIESEL_RENOUV,0
mtphd,17R1371_NV_PT,17R1371 Net Volume,2021-04-17T00:00:00.000Z,40397.69922,40385.48241,"""""",0
mtphd,17R1372_MAT_PT,17R1372 Product code,2021-04-17T00:00:00.000Z,"""""","""""",DIESEL_SAISN_FTS,0
mtphd,17R1372_NV_PT,17R1372 Net Volume,2021-04-17T00:00:00.000Z,14173.50488,14205.79823,"""""",0
mtphd,17R1502_MAT_PT,17R1502 Product code,2021-04-17T00:00:00.000Z,"""""","""""",RBOB_10,0
mtphd,17R1502_NV_PT,17R1502 Net Volume,2021-04-17T00:00:00.000Z,18084.13281,44319.27083,"""""",0
mtphd,17R1503_MAT_PT,17R1503 Product code,2021-04-17T00:00:00.000Z,"""""","""""",MAZOUT_LO_6C_1.5,0
mtphd,17R1503_NV_PT,17R1503 Net Volume,2021-04-17T00:00:00.000Z,64350.05078,64381.65856,"""""",0
mtphd,17R1504_MAT_PT,17R1504 Product code,2021-04-17T00:00:00.000Z,"""""","""""",RBOB_10,0
mtphd,17R1504_NV_PT,17R1504 Net Volume,2021-04-17T00:00:00.000Z,125968.4219,126839.6254,"""""",0
mtphd,17R1505_MAT_PT,17R1505 Product code,2021-04-17T00:00:00.000Z,"""""","""""",MAZOUT_LO_6C_1.5,0
mtphd,17R1505_NV_PT,17R1505 Net Volume,2021-04-17T00:00:00.000Z,123920.8516,123987.0549,"""""",0
mtphd,17R1507_MAT_PT,17R1507 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BASE_ESS_REGUL,0
mtphd,17R1507_NV_PT,17R1507 Net Volume,2021-04-17T00:00:00.000Z,91473.5625,82452.10868,"""""",0
mtphd,17R1508_MAT_PT,17R1508 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BASE_ESS_SUPER,0
mtphd,17R1508_NV_PT,17R1508 Net Volume,2021-04-17T00:00:00.000Z,48886.875,51653.06732,"""""",0
mtphd,17R1509_MAT_PT,17R1509 Product code,2021-04-17T00:00:00.000Z,"""""","""""",DIESEL_1_FTS,0
mtphd,17R1509_NV_PT,17R1509 Net Volume,2021-04-17T00:00:00.000Z,24411.88867,19749.23551,"""""",0
mtphd,17R1510_MAT_PT,17R1510 Product code,2021-04-17T00:00:00.000Z,"""""","""""",51ALIM,0
mtphd,17R1510_NV_PT,17R1510 Net Volume,2021-04-17T00:00:00.000Z,50751.93359,51067.75792,"""""",0
mtphd,17R1551_MAT_PT,17R1551 Product code,2021-04-17T00:00:00.000Z,"""""","""""",GAZOLE,0
mtphd,17R1551_NV_PT,17R1551 Net Volume,2021-04-17T00:00:00.000Z,95534.29688,103885.6025,"""""",0
mtphd,17R1560_MAT_PT,17R1560 Product code,2021-04-17T00:00:00.000Z,"""""","""""",NAPHTA,0
mtphd,17R1560_NV_PT,17R1560 Net Volume,2021-04-17T00:00:00.000Z,41446.94922,42361.96462,"""""",0
mtphd,17R1561_MAT_PT,17R1561 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BENZENE,0
mtphd,17R1561_NV_PT,17R1561 Net Volume,2021-04-17T00:00:00.000Z,63789.17578,63517.49538,"""""",0
mtphd,17R1562_MAT_PT,17R1562 Product code,2021-04-17T00:00:00.000Z,"""""","""""",41EXT_ALIM,0
