site,tag,alias,datetime,value,avgvalue,strvalue,quality
edphd,TK402.MATERIAL,Tank 402 Product code,2021-04-17T00:00:00.000Z,"""""","""""",ULSD,0
edphd,TK402.VOLUME,Tank 402 Volume,2021-04-16T00:00:00.000Z,40312.75391,40312.75391,"""""",0
edphd,TK402.VOLUME,Tank 402 Volume,2021-04-17T00:00:00.000Z,38273.03125,36932.09347,"""""",0
edphd,TK403.MATERIAL,Tank 403 Product code,2021-04-16T00:00:00.000Z,"""""","""""",D50,0
edphd,TK403.MATERIAL,Tank 403 Product code,2021-04-17T00:00:00.000Z,"""""","""""",D50,0
edphd,TK403.VOLUME,Tank 403 Volume,2021-04-16T00:00:00.000Z,26898.08398,26898.08398,"""""",0
edphd,TK403.VOLUME,Tank 403 Volume,2021-04-17T00:00:00.000Z,35272.57813,32443.03881,"""""",0
edphd,TK404.MATERIAL,Tank 404 Product code,2021-04-16T00:00:00.000Z,"""""","""""",MGO,0
edphd,TK404.MATERIAL,Tank 404 Product code,2021-04-17T00:00:00.000Z,"""""","""""",MGO,0
edphd,TK404.VOLUME,Tank 404 Volume,2021-04-16T00:00:00.000Z,7013.250977,7013.250977,"""""",0
edphd,TK404.VOLUME,Tank 404 Volume,2021-04-17T00:00:00.000Z,13120.0166,14115.21184,"""""",0
edphd,TK405.MATERIAL,Tank 405 Product code,2021-04-16T00:00:00.000Z,"""""","""""",JETA,0
edphd,TK405.MATERIAL,Tank 405 Product code,2021-04-17T00:00:00.000Z,"""""","""""",JETA,0
edphd,TK405.VOLUME,Tank 405 Volume,2021-04-16T00:00:00.000Z,2294.510986,2294.510986,"""""",0
edphd,TK405.VOLUME,Tank 405 Volume,2021-04-17T00:00:00.000Z,15604.4668,8655.853333,"""""",0
edphd,TK406.MATERIAL,Tank 406 Product code,2021-04-16T00:00:00.000Z,"""""","""""",JETA,0
edphd,TK406.MATERIAL,Tank 406 Product code,2021-04-17T00:00:00.000Z,"""""","""""",JETA,0
edphd,TK406.VOLUME,Tank 406 Volume,2021-04-16T00:00:00.000Z,20155.39258,20155.39258,"""""",0
edphd,TK406.VOLUME,Tank 406 Volume,2021-04-17T00:00:00.000Z,20148.0293,20146.28679,"""""",0
edphd,TK407.MATERIAL,Tank 407 Product code,2021-04-16T00:00:00.000Z,"""""","""""",JETA,0
edphd,TK407.MATERIAL,Tank 407 Product code,2021-04-17T00:00:00.000Z,"""""","""""",JETA,0
edphd,TK407.VOLUME,Tank 407 Volume,2021-04-16T00:00:00.000Z,40258.30859,40258.30859,"""""",0
edphd,TK407.VOLUME,Tank 407 Volume,2021-04-17T00:00:00.000Z,40237.59375,40228.12117,"""""",0
edphd,TK408.MATERIAL,Tank 408 Product code,2021-04-16T00:00:00.000Z,"""""","""""",MAINT,0
