Material,StandardUnit,ToUnit,Factor
1000423228,EA,EA,1
1000423231,SET,SET,1
1000423232,EA,EA,1
1000423233,EA,EA,1
1000423235,EA,EA,1
1000423236,EA,EA,1
1000423237,EA,EA,1
1000423238,EA,EA,1
1000423239,EA,EA,1
1000423240,EA,EA,1
1000423241,EA,EA,1
1000423242,EA,EA,1
1000423244,EA,EA,1
1000423245,EA,EA,1
1000423246,EA,EA,1
1000423247,EA,EA,1
1000423248,EA,EA,1
1000423250,EA,EA,1
1000423251,EA,EA,1
1000423252,EA,EA,1
1000423253,EA,EA,1
1000423254,EA,EA,1
1000423255,EA,EA,1
1000423256,EA,EA,1
1000423257,EA,EA,1
1000423258,EA,EA,1
1000423259,EA,EA,1
1000423260,EA,EA,1
1000423261,EA,EA,1
1000423263,EA,EA,1
1000423264,EA,EA,1
1000423265,EA,EA,1
1000423266,EA,EA,1
1000423267,EA,EA,1
1000423268,EA,EA,1
1000423269,EA,EA,1
1000423270,EA,EA,1
1000423271,EA,EA,1
1000423272,EA,EA,1
1000423273,EA,EA,1
1000423274,EA,EA,1
1000423275,EA,EA,1
1000423276,EA,EA,1
1000423279,DM,DM,1
1000423284,EA,EA,1
1000423312,EA,EA,1
1000423313,EA,EA,1
1000423314,EA,EA,1
1000423315,EA,EA,1
1000423316,EA,EA,1
1000423317,EA,EA,1
1000423318,EA,EA,1
1000423319,EA,EA,1
1000423320,EA,EA,1
1000423321,EA,EA,1
1000423322,EA,EA,1
1000423323,EA,EA,1
1000423324,EA,EA,1
1000423325,EA,EA,1
1000423327,EA,EA,1
1000423328,EA,EA,1
1000423330,EA,EA,1
1000423331,EA,EA,1
1000423338,EA,EA,1
1000423340,EA,EA,1
1000423343,EA,EA,1
1000423345,EA,EA,1
1000423346,EA,EA,1
1000423347,EA,EA,1
1000423351,EA,EA,1
1000423352,EA,EA,1
1000423353,EA,EA,1
1000423354,EA,EA,1
1000423355,EA,EA,1
1000423356,EA,EA,1
1000423357,EA,EA,1
1000423358,EA,EA,1
1000423359,EA,EA,1
1000423360,EA,EA,1
1000423361,EA,EA,1
1000423362,EA,EA,1
1000423363,EA,EA,1
1000423365,EA,EA,1
1000423367,EA,EA,1
1000423368,EA,EA,1
1000423369,EA,EA,1
1000423370,EA,EA,1
1000423371,EA,EA,1
1000423386,FT,FT,1
1000423387,EA,EA,1
1000423392,EA,EA,1
1000423393,EA,EA,1
1000423398,EA,EA,1
1000423400,EA,EA,1
1000423412,EA,EA,1
1000423413,EA,EA,1
1000423416,EA,EA,1
1000423419,EA,EA,1
1000423420,EA,EA,1
1000423422,EA,EA,1
1000423424,EA,EA,1
1000423425,EA,EA,1
1000423426,EA,EA,1
1000423427,EA,EA,1
1000423428,EA,EA,1
1000423429,EA,EA,1
1000423430,EA,EA,1
1000423431,EA,EA,1
1000423432,EA,EA,1
1000423433,EA,EA,1
1000423434,EA,EA,1
1000423435,EA,EA,1
1000423436,EA,EA,1
1000423437,FT,FT,1
1000423438,EA,EA,1
1000423452,EA,EA,1
1000423453,EA,EA,1
1000423454,EA,EA,1
1000423455,EA,EA,1
1000423458,EA,EA,1
1000423459,EA,EA,1
1000423460,EA,EA,1
1000423461,EA,EA,1
1000423463,EA,EA,1
1000423473,EA,EA,1
1000423474,EA,EA,1
1000423478,EA,EA,1
1000423479,EA,EA,1
1000423482,FT,FT,1
1000423483,EA,EA,1
1000423484,EA,EA,1
1000423485,EA,EA,1
1000423486,EA,EA,1
1000423487,EA,EA,1
1000423488,EA,EA,1
1000423489,EA,EA,1
1000423490,EA,EA,1
1000423491,EA,EA,1
1000423492,EA,EA,1
1000423493,EA,EA,1
1000423494,EA,EA,1
1000423495,EA,EA,1
1000423496,EA,EA,1
1000423497,EA,EA,1
1000423501,EA,EA,1
1000423502,EA,EA,1
1000423503,EA,EA,1
1000423504,EA,EA,1
1000423506,EA,EA,1
1000423520,EA,EA,1
1000423521,EA,EA,1
1000423522,EA,EA,1
1000423523,EA,EA,1
1000423524,EA,EA,1
1000423525,EA,EA,1
1000423527,EA,EA,1
1000423528,EA,EA,1
1000423529,EA,EA,1
1000423531,EA,EA,1
1000423532,EA,EA,1
1000423542,CAS,CAS,1
1000423542,CAS,CAR,1
1000423543,CAS,CAS,1
1000423543,CAS,CAR,1
1000423549,EA,EA,1
1000423550,EA,EA,1
1000423552,EA,EA,1
1000423553,EA,EA,1
1000423554,EA,EA,1
1000423555,EA,EA,1
1000423556,EA,EA,1
1000423557,EA,EA,1
1000423558,EA,EA,1
1000423560,EA,EA,1
1000423561,EA,EA,1
1000423562,EA,EA,1
1000423563,EA,EA,1
1000423564,EA,EA,1
1000423565,EA,EA,1
1000423566,EA,EA,1
1000423567,EA,EA,1
1000423568,EA,EA,1
1000423569,EA,EA,1
1000423570,EA,EA,1
1000423571,EA,EA,1
1000423572,EA,EA,1
1000423573,EA,EA,1
1000423574,EA,EA,1
1000423575,EA,EA,1
1000423576,EA,EA,1
1000423577,EA,EA,1
1000423578,EA,EA,1
1000423579,EA,EA,1
1000423580,EA,EA,1
1000423582,EA,EA,1
1000423583,EA,EA,1
1000423584,EA,EA,1
1000423585,EA,EA,1
1000423586,EA,EA,1
1000423587,EA,EA,1
1000423588,EA,EA,1
1000423589,EA,EA,1
1000423590,EA,EA,1
1000423591,EA,EA,1
1000423592,EA,EA,1
1000423593,EA,EA,1
1000423594,EA,EA,1
1000423596,EA,EA,1
1000423598,EA,EA,1
1000423604,EA,EA,1
1000423605,EA,EA,1
1000423606,EA,EA,1
1000423607,EA,EA,1
1000423608,EA,EA,1
1000423609,EA,EA,1
1000423610,EA,EA,1
1000423611,EA,EA,1
1000423612,EA,EA,1
1000423615,FT,FT,1
1000423617,EA,EA,1
1000423621,FT,FT,1
1000423622,EA,EA,1
1000423623,EA,EA,1
1000423624,EA,EA,1
1000423626,M,M,1
1000423628,EA,EA,1
1000423631,EA,EA,1
1000423632,EA,EA,1
1000423633,EA,EA,1
1000423634,EA,EA,1
1000423635,EA,EA,1
1000423636,EA,EA,1
1000423637,EA,EA,1
1000423638,EA,EA,1
1000423639,EA,EA,1
1000423640,EA,EA,1
1000423641,EA,EA,1
1000423642,EA,EA,1
1000423643,EA,EA,1
1000423644,EA,EA,1
1000423645,EA,EA,1
1000423646,EA,EA,1
1000423647,EA,EA,1
1000423648,EA,EA,1
1000423649,EA,EA,1
1000423650,EA,EA,1
1000423651,EA,EA,1
1000423652,EA,EA,1
1000423653,EA,EA,1
1000423654,EA,EA,1
1000423655,EA,EA,1
1000423656,EA,EA,1
1000423658,EA,EA,1
1000423659,EA,EA,1
1000423660,EA,EA,1
1000423661,M,M,1
1000423662,M,M,1
1000423663,M,M,1
1000423667,EA,EA,1
1000423668,EA,EA,1
1000423669,EA,EA,1
1000423670,EA,EA,1
1000423673,EA,EA,1
1000423674,EA,EA,1
1000423681,EA,EA,1
1000423682,EA,EA,1
1000423684,EA,EA,1
1000423685,EA,EA,1
1000423686,EA,EA,1
1000423687,EA,EA,1
1000423688,EA,EA,1
1000423689,EA,EA,1
1000423690,EA,EA,1
1000423691,EA,EA,1
1000423693,EA,EA,1
1000423695,EA,EA,1
1000423696,EA,EA,1
1000423697,EA,EA,1
1000423698,EA,EA,1
1000423701,EA,EA,1
1000423703,CAS,CAS,1
1000423703,CAS,CAR,1
1000423704,EA,EA,1
1000423705,EA,EA,1
1000423708,EA,EA,1
1000423709,EA,EA,1
1000423710,EA,EA,1
1000423711,EA,EA,1
1000423712,EA,EA,1
1000423713,EA,EA,1
1000423714,EA,EA,1
1000423715,EA,EA,1
1000423716,EA,EA,1
1000423717,EA,EA,1
1000423718,EA,EA,1
1000423719,EA,EA,1
1000423731,EA,EA,1
1000423733,EA,EA,1
1000423735,EA,EA,1
1000423736,EA,EA,1
1000423737,EA,EA,1
1000423740,EA,EA,1
1000423747,TE,TE,1
1000423754,FT3,FT3,1
1000423755,FT3,FT3,1
1000423756,EA,EA,1
1000423764,SET,SET,1
1000423766,EA,EA,1
1000423767,SET,SET,1
1000423769,EA,EA,1
1000423770,EA,EA,1
1000423771,EA,EA,1
1000423772,EA,EA,1
1000423773,EA,EA,1
1000423799,EA,EA,1
1000423800,EA,EA,1
1000423805,EA,EA,1
1000423806,EA,EA,1
1000423807,EA,EA,1
1000423808,EA,EA,1
1000423809,EA,EA,1
1000423810,EA,EA,1
1000423811,EA,EA,1
1000423812,EA,EA,1
1000423813,EA,EA,1
1000423814,EA,EA,1
1000423815,EA,EA,1
1000423817,EA,EA,1
1000423819,EA,EA,1
1000423820,EA,EA,1
1000423821,EA,EA,1
1000423822,EA,EA,1
1000423823,EA,EA,1
1000423824,EA,EA,1
1000423825,EA,EA,1
1000423826,EA,EA,1
1000423827,EA,EA,1
1000423828,EA,EA,1
1000423829,EA,EA,1
1000423830,EA,EA,1
1000423830,EA,PKG,100
1000423831,EA,EA,1
1000423832,EA,EA,1
1000423833,EA,EA,1
1000423834,EA,EA,1
1000423835,EA,EA,1
1000423836,EA,EA,1
1000423837,EA,EA,1
1000423838,EA,EA,1
1000423839,EA,EA,1
1000423840,EA,EA,1
1000423841,EA,EA,1
1000423842,EA,EA,1
1000423843,EA,EA,1
1000423844,EA,EA,1
1000423845,EA,EA,1
1000423846,EA,EA,1
1000423847,EA,EA,1
1000423848,EA,EA,1
1000423849,EA,EA,1
1000423850,EA,EA,1
1000423851,EA,EA,1
1000423853,EA,EA,1
1000423854,EA,EA,1
1000423855,EA,EA,1
1000423857,EA,EA,1
1000423858,EA,EA,1
1000423859,EA,EA,1
1000423862,EA,EA,1
1000423863,EA,EA,1
1000423864,EA,EA,1
1000423865,EA,EA,1
1000423866,EA,EA,1
1000423867,EA,EA,1
1000423868,EA,EA,1
1000423869,FT,FT,1
1000423870,EA,EA,1
1000423872,EA,EA,1
1000423874,FT2,FT2,1
1000423875,FT2,FT2,1
1000423876,EA,EA,1
1000423880,EA,EA,1
1000423881,EA,EA,1
1000423882,EA,EA,1
1000423883,EA,EA,1
1000423887,EA,EA,1
1000423888,EA,EA,1
1000423902,EA,EA,1
1000423903,EA,EA,1
1000423904,EA,EA,1
1000423905,EA,EA,1
1000423906,EA,EA,1
1000423907,EA,CYL,1
1000423907,EA,EA,1
1000423907,EA,M3,0.076804916
1000423911,ROL,ROL,1
1000423912,ROL,ROL,1
1000423913,ROL,ROL,1
1000423914,EA,EA,1
1000423915,EA,EA,1
1000423916,EA,EA,1
1000423917,EA,EA,1
1000423922,EA,EA,1
1000423923,EA,EA,1
1000423924,EA,EA,1
1000423925,EA,EA,1
1000423926,EA,EA,1
1000423927,EA,EA,1
1000423928,EA,EA,1
1000423929,EA,EA,1
1000423930,EA,EA,1
1000423931,EA,EA,1
1000423932,EA,EA,1
1000423933,EA,EA,1
1000423934,EA,EA,1
1000423935,EA,EA,1
1000423940,EA,EA,1
1000423941,EA,EA,1
1000423943,EA,EA,1
1000423944,EA,EA,1
1000423945,EA,EA,1
1000423946,EA,EA,1
1000423947,CAN,CAN,1
1000423948,EA,EA,1
1000423950,EA,EA,1
1000423952,PL,PL,1
1000423954,EA,EA,1
1000423955,EA,EA,1
1000423956,EA,EA,1
1000423957,EA,EA,1
1000423958,EA,EA,1
1000423959,EA,EA,1
1000423960,EA,EA,1
1000423961,EA,EA,1
1000423962,EA,EA,1
1000423963,EA,EA,1
1000423964,EA,EA,1
1000423965,EA,EA,1
1000423966,EA,EA,1
1000423969,EA,EA,1
1000423970,EA,EA,1
1000423972,EA,EA,1
1000423973,EA,EA,1
1000423975,EA,EA,1
1000423976,EA,EA,1
1000423978,EA,EA,1
1000423980,EA,EA,1
1000423982,EA,EA,1
1000423983,EA,EA,1
1000423984,EA,EA,1
1000423985,EA,EA,1
1000423986,EA,EA,1
1000423987,EA,EA,1
1000423988,EA,EA,1
1000423989,EA,EA,1
1000423990,EA,EA,1
1000423991,EA,EA,1
1000423992,EA,EA,1
1000423999,EA,EA,1
1000424000,EA,EA,1
1000424001,EA,EA,1
1000424005,EA,EA,1
1000424006,EA,EA,1
1000424008,EA,EA,1
1000424009,EA,EA,1
1000424010,EA,EA,1
1000424018,EA,EA,1
1000424024,EA,EA,1
1000424025,EA,EA,1
1000424028,EA,EA,1
1000424030,EA,EA,1
1000424030,EA,FT,1
1000424034,EA,EA,1
1000424035,EA,EA,1
1000424036,EA,EA,1
1000424037,EA,EA,1
1000424038,EA,EA,1
1000424039,EA,EA,1
1000424041,EA,EA,1
1000424042,EA,EA,1
1000424043,EA,EA,1
1000424044,EA,EA,1
1000424046,EA,EA,1
1000424050,EA,EA,1
1000424052,EA,EA,1
1000424053,EA,EA,1
1000424054,EA,EA,1
1000424055,EA,EA,1
1000424057,EA,EA,1
1000424058,EA,EA,1
1000424062,PKG,PKG,1
1000424063,EA,EA,1
1000424064,EA,EA,1
1000424065,EA,EA,1
1000424066,EA,EA,1
1000424067,EA,EA,1
1000424068,EA,EA,1
1000424070,EA,EA,1
1000424071,EA,EA,1
1000424072,EA,EA,1
1000424074,EA,EA,1
1000424075,EA,EA,1
1000424076,EA,EA,1
1000424077,EA,EA,1
1000424078,EA,EA,1
1000424079,EA,EA,1
1000424080,EA,EA,1
1000424081,EA,EA,1
1000424082,EA,EA,1
1000424083,EA,EA,1
1000424084,EA,EA,1
1000424085,EA,EA,1
1000424086,EA,EA,1
1000424087,EA,EA,1
1000424088,EA,EA,1
1000424089,EA,EA,1
1000424092,EA,EA,1
1000424093,EA,EA,1
1000424094,EA,EA,1
1000424095,EA,EA,1
1000424096,EA,EA,1
1000424097,EA,EA,1
1000424098,EA,EA,1
1000424099,EA,EA,1
1000424100,EA,EA,1
1000424101,EA,EA,1
1000424102,EA,EA,1
1000424103,EA,EA,1
1000424104,EA,EA,1
1000424113,EA,EA,1
1000424114,EA,EA,1
1000424116,EA,EA,1
1000424117,EA,EA,1
1000424118,EA,EA,1
1000424119,EA,EA,1
1000424120,EA,EA,1
1000424121,EA,EA,1
1000424122,EA,EA,1
1000424123,EA,EA,1
1000424124,EA,EA,1
1000424125,EA,EA,1
1000424126,EA,EA,1
1000424127,EA,EA,1
1000424128,EA,EA,1
1000424129,EA,EA,1
1000424130,EA,EA,1
1000424131,EA,EA,1
1000424132,EA,EA,1
1000424134,EA,EA,1
1000424136,EA,EA,1
1000424138,EA,EA,1
1000424139,EA,EA,1
1000424140,PKG,PKG,1
1000424141,EA,EA,1
1000424142,PKG,PKG,1
1000424143,EA,EA,1
1000424144,FT,FT,1
1000424145,EA,EA,1
1000424148,EA,EA,1
1000424149,EA,EA,1
1000424150,EA,EA,1
1000424154,EA,EA,1
1000424156,EA,EA,1
1000424157,EA,EA,1
1000424158,EA,EA,1
1000424160,EA,EA,1
1000424161,EA,EA,1
1000424164,EA,EA,1
1000424165,EA,EA,1
1000424166,EA,EA,1
1000424167,EA,EA,1
1000424168,EA,EA,1
1000424169,EA,EA,1
1000424170,EA,EA,1
1000424171,EA,EA,1
1000424173,EA,EA,1
1000424175,EA,EA,1
1000424176,EA,EA,1
1000424177,EA,EA,1
1000424178,EA,EA,1
1000424180,EA,EA,1
1000424181,EA,EA,1
1000424182,EA,EA,1
1000424183,EA,EA,1
1000424184,EA,EA,1
1000424185,EA,EA,1
1000424186,EA,EA,1
1000424187,EA,EA,1
1000424188,EA,EA,1
1000424189,EA,EA,1
1000424190,EA,EA,1
1000424191,EA,EA,1
1000424192,EA,EA,1
1000424193,EA,EA,1
1000424194,EA,EA,1
1000424195,EA,EA,1
1000424196,EA,EA,1
1000424197,EA,EA,1
1000424198,EA,EA,1
1000424199,EA,EA,1
1000424200,EA,EA,1
1000424201,EA,EA,1
1000424202,EA,EA,1
1000424203,EA,EA,1
1000424204,EA,EA,1
1000424205,EA,EA,1
1000424206,EA,EA,1
1000424207,EA,EA,1
1000424210,EA,EA,1
1000424212,EA,EA,1
1000424221,EA,EA,1
1000424222,EA,EA,1
1000424223,EA,EA,1
1000424224,FT,FT,1
1000424225,EA,EA,1
1000424226,EA,EA,1
1000424227,EA,EA,1
1000424231,FT,FT,1
1000424232,EA,EA,1
1000424233,EA,EA,1
1000424234,M,M,1
1000424235,EA,EA,1
1000424236,EA,EA,1
1000424237,EA,EA,1
1000424238,EA,EA,1
1000424239,EA,EA,1
1000424240,SET,SET,1
1000424241,M,M,1
1000424242,EA,EA,1
1000424243,EA,EA,1
1000424244,EA,EA,1
1000424245,FT,FT,1
1000424246,EA,EA,1
1000424247,EA,EA,1
1000424248,EA,EA,1
1000424253,EA,EA,1
1000424254,EA,EA,1
1000424255,EA,EA,1
1000424258,EA,EA,1
1000424259,EA,EA,1
1000424260,EA,EA,1
1000424261,EA,EA,1
1000424268,EA,EA,1
1000424269,EA,EA,1
1000424270,EA,EA,1
1000424272,EA,EA,1
1000424275,EA,EA,1
1000424276,EA,EA,1
1000424277,EA,EA,1
1000424278,EA,EA,1
1000424279,EA,EA,1
1000424280,CAS,CAS,1
1000424280,CAS,EA,0.083333333
1000424280,CAS,CAR,1
1000424282,EA,EA,1
1000424284,EA,EA,1
1000424285,EA,EA,1
1000424286,EA,EA,1
1000424287,EA,EA,1
1000424288,EA,EA,1
1000424289,EA,EA,1
1000424291,EA,EA,1
1000424293,EA,EA,1
1000424294,EA,EA,1
1000424295,EA,EA,1
1000424296,EA,EA,1
1000424297,EA,EA,1
1000424298,EA,EA,1
1000424299,EA,EA,1
1000424300,EA,EA,1
1000424301,EA,EA,1
1000424303,EA,EA,1
1000424304,EA,EA,1
1000424307,EA,EA,1
1000424309,EA,EA,1
1000424310,EA,EA,1
1000424312,EA,EA,1
1000424313,EA,EA,1
1000424314,EA,EA,1
1000424315,EA,EA,1
1000424317,EA,EA,1
1000424320,EA,EA,1
1000424321,EA,EA,1
1000424322,EA,EA,1
1000424323,EA,EA,1
1000424324,EA,EA,1
1000424325,EA,EA,1
1000424326,EA,EA,1
1000424327,EA,EA,1
1000424328,EA,EA,1
1000424330,EA,EA,1
1000424331,EA,EA,1
1000424332,EA,EA,1
1000424333,EA,EA,1
1000424334,EA,EA,1
1000424337,EA,EA,1
1000424341,EA,EA,1
1000424342,EA,EA,1
1000424344,EA,EA,1
1000424345,EA,EA,1
1000424347,EA,EA,1
1000424350,EA,EA,1
1000424351,EA,EA,1
1000424353,EA,EA,1
1000424355,EA,EA,1
1000424357,EA,EA,1
1000424359,EA,EA,1
1000424360,EA,EA,1
1000424361,EA,EA,1
1000424362,EA,EA,1
1000424364,EA,EA,1
1000424365,EA,EA,1
1000424367,EA,EA,1
1000424368,EA,EA,1
1000424369,EA,EA,1
1000424370,EA,EA,1
1000424371,EA,EA,1
1000424372,EA,EA,1
1000424373,EA,EA,1
1000424376,EA,EA,1
1000424378,EA,EA,1
1000424379,EA,EA,1
1000424380,EA,EA,1
1000424381,EA,EA,1
1000424382,EA,EA,1
1000424383,EA,EA,1
1000424384,EA,EA,1
1000424385,EA,EA,1
1000424386,EA,EA,1
1000424387,EA,EA,1
1000424388,EA,EA,1
1000424389,EA,EA,1
1000424390,EA,EA,1
1000424391,EA,EA,1
1000424392,EA,EA,1
1000424393,EA,EA,1
1000424394,EA,EA,1
1000424395,EA,EA,1
1000424396,EA,EA,1
1000424397,EA,EA,1
1000424398,EA,EA,1
1000424399,EA,EA,1
1000424400,EA,EA,1
1000424401,EA,EA,1
1000424402,EA,EA,1
1000424403,EA,EA,1
1000424404,EA,EA,1
1000424406,EA,EA,1
1000424407,EA,EA,1
1000424408,EA,EA,1
1000424410,EA,EA,1
1000424411,EA,EA,1
1000424412,EA,EA,1
1000424413,EA,EA,1
1000424414,EA,EA,1
1000424415,EA,EA,1
1000424416,EA,EA,1
1000424417,EA,EA,1
1000424419,EA,EA,1
1000424427,EA,EA,1
1000424437,EA,EA,1
1000424443,EA,EA,1
1000424450,EA,EA,1
1000424451,EA,EA,1
1000424452,EA,EA,1
1000424453,EA,EA,1
1000424455,EA,EA,1
1000424456,EA,EA,1
1000424457,EA,EA,1
1000424458,EA,EA,1
1000424459,EA,EA,1
1000424460,EA,EA,1
1000424461,EA,EA,1
1000424462,EA,EA,1
1000424463,EA,EA,1
1000424464,EA,EA,1
1000424465,EA,EA,1
1000424467,EA,EA,1
1000424468,EA,EA,1
1000424469,EA,EA,1
1000424470,EA,EA,1
1000424471,EA,EA,1
1000424472,EA,EA,1
1000424473,EA,EA,1
1000424474,EA,EA,1
1000424475,EA,EA,1
1000424476,EA,EA,1
1000424477,EA,EA,1
1000424478,EA,EA,1
1000424479,EA,EA,1
1000424480,EA,EA,1
1000424481,EA,EA,1
1000424482,EA,EA,1
1000424483,EA,EA,1
1000424484,EA,EA,1
1000424485,EA,EA,1
1000424486,EA,EA,1
1000424488,EA,EA,1
1000424490,FT,FT,1
1000424496,EA,EA,1
1000424498,EA,EA,1
1000424499,EA,EA,1
1000424509,EA,EA,1
1000424510,EA,EA,1
1000424511,EA,EA,1
1000424512,EA,EA,1
1000424513,EA,EA,1
1000424514,EA,EA,1
1000424516,EA,EA,1
1000424517,EA,EA,1
1000424518,EA,EA,1
1000424519,EA,EA,1
1000424520,EA,EA,1
1000424521,EA,EA,1
1000424522,EA,EA,1
1000424523,EA,EA,1
1000424525,EA,EA,1
1000424527,EA,EA,1
1000424528,EA,EA,1
1000424529,EA,EA,1
1000424530,EA,EA,1
1000424531,EA,EA,1
1000424532,EA,EA,1
1000424534,EA,EA,1
1000424535,EA,EA,1
1000424536,EA,EA,1
1000424537,EA,EA,1
1000424538,EA,EA,1
1000424539,EA,EA,1
1000424540,EA,EA,1
1000424541,EA,EA,1
1000424542,SET,SET,1
1000424543,EA,EA,1
1000424544,EA,EA,1
1000424546,EA,EA,1
1000424547,EA,EA,1
1000424548,EA,EA,1
1000424549,EA,EA,1
1000424550,EA,EA,1
1000424551,EA,EA,1
1000424552,EA,EA,1
1000424554,EA,EA,1
1000424555,EA,EA,1
1000424556,EA,EA,1
1000424559,EA,EA,1
1000424561,EA,EA,1
1000424564,EA,EA,1
1000424565,EA,EA,1
1000424566,EA,EA,1
1000424567,EA,EA,1
1000424568,EA,EA,1
1000424569,EA,EA,1
1000424570,EA,EA,1
1000424571,EA,EA,1
1000424572,EA,EA,1
1000424573,EA,EA,1
1000424574,EA,EA,1
1000424575,EA,EA,1
1000424581,EA,EA,1
1000424582,EA,EA,1
1000424583,EA,EA,1
1000424591,EA,EA,1
1000424594,EA,EA,1
1000424598,EA,EA,1
1000424599,EA,EA,1
1000424600,EA,EA,1
1000424601,EA,EA,1
1000424602,EA,EA,1
1000424604,EA,EA,1
1000424605,EA,EA,1
1000424606,EA,EA,1
1000424607,EA,EA,1
1000424608,EA,EA,1
1000424609,EA,EA,1
1000424610,EA,EA,1
1000424611,EA,EA,1
1000424612,EA,EA,1
1000424613,EA,EA,1
1000424614,EA,EA,1
1000424616,EA,EA,1
1000424617,EA,EA,1
1000424618,EA,EA,1
1000424619,EA,EA,1
1000424620,EA,EA,1
1000424621,EA,EA,1
1000424622,EA,EA,1
1000424623,EA,EA,1
1000424624,EA,EA,1
1000424625,EA,EA,1
1000424626,EA,EA,1
1000424627,EA,EA,1
1000424628,EA,EA,1
1000424629,EA,EA,1
1000424630,EA,EA,1
1000424631,EA,EA,1
1000424638,EA,EA,1
1000424639,EA,EA,1
1000424640,EA,EA,1
1000424641,EA,EA,1
1000424643,EA,EA,1
1000424645,SET,SET,1
1000424651,EA,EA,1
1000424652,EA,EA,1
1000424653,FT,FT,1
1000424654,EA,EA,1
1000424658,EA,EA,1
1000424659,EA,EA,1
1000424660,EA,EA,1
1000424661,EA,EA,1
1000424662,EA,EA,1
1000424663,EA,EA,1
1000424664,EA,EA,1
1000424665,EA,EA,1
1000424666,EA,EA,1
1000424667,EA,EA,1
1000424669,EA,EA,1
1000424670,EA,EA,1
1000424678,EA,EA,1
1000424679,EA,EA,1
1000424680,EA,EA,1
1000424681,EA,EA,1
1000424682,EA,EA,1
1000424683,EA,EA,1
1000424684,EA,EA,1
1000424685,EA,EA,1
1000424686,EA,EA,1
1000424687,EA,EA,1
1000424688,EA,EA,1
1000424689,EA,EA,1
1000424696,CAS,CAS,1
1000424696,CAS,CAR,1
1000424697,EA,EA,1
1000424698,EA,EA,1
1000424701,EA,EA,1
1000424703,EA,EA,1
1000424704,EA,EA,1
1000424705,EA,EA,1
1000424706,EA,EA,1
1000424707,EA,EA,1
1000424708,EA,EA,1
1000424710,EA,EA,1
1000424711,EA,EA,1
1000424712,EA,EA,1
1000424715,EA,EA,1
1000424716,EA,EA,1
1000424718,EA,EA,1
1000424719,EA,EA,1
1000424720,EA,EA,1
1000424721,EA,EA,1
1000424726,EA,EA,1
1000424728,EA,EA,1
1000424731,EA,EA,1
1000424732,EA,EA,1
1000424733,EA,EA,1
1000424734,EA,EA,1
1000424735,EA,EA,1
1000424737,EA,EA,1
1000424738,EA,EA,1
1000424739,EA,EA,1
1000424740,EA,EA,1
1000424741,EA,EA,1
1000424742,EA,EA,1
1000424743,EA,EA,1
1000424744,EA,EA,1
1000424745,EA,EA,1
1000424746,EA,EA,1
1000424747,EA,EA,1
1000424748,EA,EA,1
1000424749,EA,EA,1
1000424750,EA,EA,1
1000424751,EA,EA,1
1000424753,EA,EA,1
1000424754,EA,EA,1
1000424755,EA,EA,1
1000424756,EA,EA,1
1000424757,EA,EA,1
1000424758,EA,EA,1
1000424759,EA,EA,1
1000424760,EA,EA,1
1000424761,EA,EA,1
1000424762,EA,EA,1
1000424763,EA,EA,1
1000424764,EA,EA,1
1000424765,EA,EA,1
1000424766,EA,EA,1
1000424767,EA,EA,1
1000424768,SET,SET,1
1000424769,SET,SET,1
1000424770,SET,SET,1
1000424771,EA,EA,1
1000424772,EA,EA,1
1000424773,EA,EA,1
1000424774,EA,EA,1
1000424775,EA,EA,1
1000424776,EA,EA,1
1000424777,EA,EA,1
1000424778,EA,EA,1
1000424779,EA,EA,1
1000424780,EA,EA,1
1000424781,EA,EA,1
1000424782,EA,EA,1
1000424783,EA,EA,1
1000424784,EA,EA,1
1000424785,EA,EA,1
1000424786,EA,EA,1
1000424787,EA,EA,1
1000424788,EA,EA,1
1000424789,EA,EA,1
1000424790,EA,EA,1
1000424791,EA,EA,1
1000424796,EA,EA,1
1000424805,EA,EA,1
1000424813,EA,EA,1
1000424814,EA,EA,1
1000424815,EA,EA,1
1000424816,EA,EA,1
1000424818,EA,EA,1
1000424820,EA,EA,1
1000424822,EA,EA,1
1000424823,EA,EA,1
1000424824,EA,EA,1
1000424825,EA,EA,1
1000424826,EA,EA,1
1000424827,EA,EA,1
1000424828,EA,EA,1
1000424829,EA,EA,1
1000424830,EA,EA,1
1000424831,EA,EA,1
1000424832,FT,FT,1
1000424837,EA,EA,1
1000424838,EA,EA,1
1000424839,EA,EA,1
1000424840,FT,FT,1
1000424841,EA,EA,1
1000424842,EA,EA,1
1000424847,EA,EA,1
1000424848,EA,EA,1
1000424849,EA,EA,1
1000424850,EA,EA,1
1000424851,EA,EA,1
1000424855,EA,EA,1
1000424856,EA,EA,1
1000424857,EA,EA,1
1000424858,EA,EA,1
1000424859,EA,EA,1
1000424860,EA,EA,1
1000424861,EA,EA,1
1000424862,EA,EA,1
1000424863,EA,EA,1
1000424864,EA,EA,1
1000424865,EA,EA,1
1000424867,M,M,1
1000424868,EA,EA,1
1000424870,EA,EA,1
1000424874,EA,EA,1
1000424875,EA,EA,1
1000424877,EA,EA,1
1000424879,EA,EA,1
1000424881,L,L,1
1000424883,EA,EA,1
1000424884,EA,EA,1
1000424885,EA,EA,1
1000424888,EA,EA,1
1000424889,EA,EA,1
1000424890,EA,EA,1
1000424892,EA,EA,1
1000424897,EA,EA,1
1000424898,EA,EA,1
1000424899,EA,EA,1
1000424900,EA,EA,1
1000424901,EA,EA,1
1000424902,EA,EA,1
